Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
FPAY,"FlexShopper, Inc.",4.33,22915576.73,n/a,n/a,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/fpay
FRSX,Foresight Autonomous Holdings Ltd.,5.77,5047019,874700,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/frsx
FORM,"FormFactor, Inc.",17.4,1262276823,n/a,2003,Technology,Semiconductors,http://www.nasdaq.com/symbol/form
FORTY,Formula Systems (1985) Ltd.,42.38,7922008.64,186928,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/forty
FTNT,"Fortinet, Inc.",40,7033413120,n/a,2009,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/ftnt
FSNN,"Fusion Telecommunications International, Inc.",2.83,63690182.95,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/fsnn
GDI,"Gardner Denver Holdings, Inc.",26.6,5212382997,n/a,2017,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/gdi
GDS,GDS Holdings Limited,15.02,400799883.3,26684413,2016,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/gds
JOB,GEE Group Inc.,2.98,29439098.16,n/a,n/a,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/job
GFN,General Finance Corporation,5.35,142418005.8,n/a,n/a,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/gfn
GFNCP,General Finance Corporation,100.75,0,n/a,n/a,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/gfncp
GIGM,GigaMedia Limited,3.29,36361853.15,n/a,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/gigm
GIMO,Gigamon Inc.,36.25,1356457093,n/a,2013,Technology,EDP Services,http://www.nasdaq.com/symbol/gimo
GILT,Gilat Satellite Networks Ltd.,7.15,390752984.1,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/gilt
GSB,"GlobalSCAPE, Inc.",4.03,86934478.93,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/gsb
GLOB,Globant S.A.,39.92,1393208000,n/a,2014,Technology,EDP Services,http://www.nasdaq.com/symbol/glob
GLUU,Glu Mobile Inc.,4.18,566034700,n/a,2007,Technology,EDP Services,http://www.nasdaq.com/symbol/gluu
GDDY,GoDaddy Inc.,45.4,7496877302,n/a,2015,Technology,EDP Services,http://www.nasdaq.com/symbol/gddy
GHM,Graham Corporation,21.85,213445789.1,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/ghm
GEC,"Great Elm Capital Group, Inc. ",3.7,85840566.1,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/gec
GSUM,Gridsum Holding Inc.,8.36,109294042,13073450,2016,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/gsum
GRPN,"Groupon, Inc.",4.67,2596565589,n/a,2011,Technology,Advertising,http://www.nasdaq.com/symbol/grpn
GVP,"GSE Systems, Inc.",3.35,64462931.1,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/gvp
GSIT,"GSI Technology, Inc.",6.98,146655230.4,n/a,2007,Technology,Semiconductors,http://www.nasdaq.com/symbol/gsit
GWRE,"Guidewire Software, Inc.",78.19,5865012118,n/a,2012,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/gwre
HQCL,"Hanwha Q CELLS Co., Ltd. ",7.94,43682108.5,5501525,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/hqcl
HLIT,Harmonic Inc.,3,243816876,n/a,1995,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/hlit
HHS,"Harte-Hanks, Inc.",1.04,64497412.72,n/a,1993,Technology,Advertising,http://www.nasdaq.com/symbol/hhs
HSTM,"HealthStream, Inc.",23.86,760818379.9,n/a,2000,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/hstm
HSII,"Heidrick & Struggles International, Inc.",21.3,400118050.5,n/a,1999,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/hsii
HPE,Hewlett Packard Enterprise Company,14.31,23174532215,n/a,2015,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/hpe
HIMX,"Himax Technologies, Inc.",10.16,1097553334,108026903,2006,Technology,Semiconductors,http://www.nasdaq.com/symbol/himx
HDP,"Hortonworks, Inc.",16.18,1085743205,n/a,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/hdp
HPQ,HP Inc.,21.95,36662083443,n/a,n/a,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/hpq
HUBS,"HubSpot, Inc.",84.85,3141622075,n/a,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/hubs
HSON,"Hudson Global, Inc.",1.51,47400139.71,n/a,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/hson
ICHR,Ichor Holdings,33.36,837864822.7,n/a,2016,Technology,Semiconductors,http://www.nasdaq.com/symbol/ichr
INVE,"Identiv, Inc.",3.2,45018470.4,n/a,n/a,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/inve
IEC,IEC Electronics Corp.,4.33,44687414.27,n/a,n/a,Technology,Electrical Products,http://www.nasdaq.com/symbol/iec
INFO,IHS Markit Ltd.,43.54,18465870224,n/a,1996,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/info
ITW,Illinois Tool Works Inc.,158.42,54520151116,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/itw
IMMR,Immersion Corporation,8.01,234390069.8,n/a,1999,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/immr
IMPV,"Imperva, Inc.",43.5,1470945410,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/impv
INFY,Infosys Limited,14.52,33352342237,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/infy
INOD,Innodata Inc.,1.25,32346817.5,n/a,1993,Technology,EDP Services,http://www.nasdaq.com/symbol/inod
ISSC,"Innovative Solutions and Support, Inc.",3.24,54377337.96,n/a,2000,Technology,EDP Services,http://www.nasdaq.com/symbol/issc
INOV,"Inovalon Holdings, Inc.",16.8,2449637030,n/a,2015,Technology,EDP Services,http://www.nasdaq.com/symbol/inov
IPHI,Inphi Corporation,38.94,1646519957,n/a,2010,Technology,Semiconductors,http://www.nasdaq.com/symbol/iphi
INPX,Inpixon ,0.45,4611595.05,n/a,2014,Technology,EDP Services,http://www.nasdaq.com/symbol/inpx
NSP,"Insperity, Inc.",95.75,1996046630,n/a,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/nsp
INSE,"Inspired Entertainment, Inc.",11.5,257490140.5,n/a,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/inse
INST,"Instructure, Inc.",34.85,1024617148,n/a,2015,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/inst
IDTI,"Integrated Device Technology, Inc.",28.54,3808524438,n/a,1984,Technology,Semiconductors,http://www.nasdaq.com/symbol/idti
INTC,Intel Corporation,40.95,1.92E+11,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/intc
IDN,"Intellicheck, Inc.",2.4,35955919.2,n/a,1999,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/idn
INS,Intelligent Systems Corporation,3.85,33795253.8,n/a,1992,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ins
LINK,"Interlink Electronics, Inc.",7.4348,54545320.98,n/a,n/a,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/link
IMI,"Intermolecular, Inc.",1.13,56002462.13,n/a,2011,Technology,Semiconductors,http://www.nasdaq.com/symbol/imi
INAP,Internap Corporation,4.67,389029549.2,n/a,1999,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/inap
IBM,International Business Machines Corporation,155.88,1.44E+11,n/a,n/a,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/ibm
IIJI,"Internet Initiative Japan, Inc.",10.05,17995992.3,1790646,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/iiji
IPG,"Interpublic Group of Companies, Inc. (The)",19.81,7790652472,n/a,n/a,Technology,Advertising,http://www.nasdaq.com/symbol/ipg
INTX,"Intersections, Inc.",2.86,68460303.34,n/a,2004,Technology,EDP Services,http://www.nasdaq.com/symbol/intx
INXN,InterXion Holding N.V.,53.06,3770443600,n/a,2011,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/inxn
IVAC,"Intevac, Inc.",8.05,175348134.9,n/a,1995,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/ivac
INTU,Intuit Inc.,148.62,37894162164,n/a,1993,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/intu
IPAS,iPass Inc.,0.6899,46003286.75,n/a,2003,Technology,EDP Services,http://www.nasdaq.com/symbol/ipas
IPGP,IPG Photonics Corporation,209.46,11274299284,n/a,2006,Technology,Semiconductors,http://www.nasdaq.com/symbol/ipgp
IXYS,IXYS Corporation,24.85,810368688.5,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/ixys
JCOM,"j2 Global, Inc.",74.19,3586062752,n/a,1999,Technology,Telecommunications Equipment,http://www.nasdaq.com/symbol/jcom
JASO,"JA Solar Holdings, Co., Ltd.",7.45,300132204.9,40286202,2007,Technology,Semiconductors,http://www.nasdaq.com/symbol/jaso
JBL,Jabil Inc.,28.31,5000766189,n/a,1993,Technology,Electrical Products,http://www.nasdaq.com/symbol/jbl
JKHY,"Jack Henry & Associates, Inc.",106.04,8189080245,n/a,1985,Technology,EDP Services,http://www.nasdaq.com/symbol/jkhy
JKS,JinkoSolar Holding Company Limited,25.46,828634348.3,n/a,2010,Technology,Semiconductors,http://www.nasdaq.com/symbol/jks
JMU,JMU Limited,1.08,15912124.92,14733449,2015,Technology,EDP Services,http://www.nasdaq.com/symbol/jmu
JBT,John Bean Technologies Corporation,112.95,3571826773,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/jbt
JNPR,"Juniper Networks, Inc.",26.16,9948870831,n/a,1999,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/jnpr
KAI,Kadant Inc,102.95,1132894847,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/kai
KELYA,"Kelly Services, Inc.",25.83,989515968.2,n/a,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/kelya
KELYB,"Kelly Services, Inc.",23,881102101,n/a,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/kelyb
KTEC,"Key Technology, Inc.",17.71,114883494.9,n/a,1993,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/ktec
KTCC,Key Tronic Corporation,7.15,76931712,n/a,1983,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/ktcc
KFRC,"Kforce, Inc.",20.5,547914570,n/a,1995,Technology,Professional Services,http://www.nasdaq.com/symbol/kfrc
KE,"Kimball Electronics, Inc.",21.65,582191102.6,n/a,n/a,Technology,Electrical Products,http://www.nasdaq.com/symbol/ke
KONE,Kingtone Wirelessinfo Solution Holding Ltd,3.23,2307431.25,714375,2010,Technology,EDP Services,http://www.nasdaq.com/symbol/kone
KOPN,Kopin Corporation,3.49,262296404.9,n/a,1992,Technology,Semiconductors,http://www.nasdaq.com/symbol/kopn
KFY,Korn/Ferry International,40.84,2307153251,n/a,1999,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/kfy
KLIC,"Kulicke and Soffa Industries, Inc.",21.98,1562730743,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/klic
KVHI,"KVH Industries, Inc.",11.75,200786420.5,n/a,1996,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/kvhi
KYO,Kyocera Corporation,65.89,24228475484,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/kyo
LLL,"L3 Technologies, Inc.",188.21,14721421449,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/lll
LRCX,Lam Research Corporation,205.84,33375720960,n/a,1984,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/lrcx
LTRX,"Lantronix, Inc.",2.12,37985931.04,n/a,2000,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/ltrx
LSCC,Lattice Semiconductor Corporation,5.8,713235552.6,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/lscc
LFGR,Leaf Group Ltd.,7,144859050,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/lfgr
LDOS,"Leidos Holdings, Inc.",61.24,9260044978,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/ldos
LTRPA,"Liberty TripAdvisor Holdings, Inc.",11.5,863142666,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/ltrpa
LTRPB,"Liberty TripAdvisor Holdings, Inc.",13.9,1043276788,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/ltrpb
LPTH,"LightPath Technologies, Inc.",2.97,72014988.87,n/a,1996,Technology,Semiconductors,http://www.nasdaq.com/symbol/lpth
LECO,"Lincoln Electric Holdings, Inc.",98.39,6484605079,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/leco
LN,LINE Corporation,36.79,8110072585,n/a,2016,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/ln
LIQT,"LiqTech International, Inc.",0.2851,12609763.17,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/liqt
LPSN,"LivePerson, Inc.",14.4,848166249.6,n/a,2000,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/lpsn
LOGI,Logitech International S.A.,34.57,5666366799,n/a,1997,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/logi
LOGM,"LogMein, Inc.",121.95,6424521608,n/a,2009,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/logm
LORL,"Loral Space and Communications, Inc.",49.05,1517251437,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/lorl
LXFT,"Luxoft Holding, Inc.",47.55,1601976570,n/a,2013,Technology,EDP Services,http://www.nasdaq.com/symbol/lxft
MTSI,"MACOM Technology Solutions Holdings, Inc.",40.03,2571283057,n/a,2012,Technology,Semiconductors,http://www.nasdaq.com/symbol/mtsi
MGIC,Magic Software Enterprises Ltd.,8.85,393703188.6,n/a,1991,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mgic
MX,MagnaChip Semiconductor Corporation,10.25,348879024.5,n/a,2011,Technology,Semiconductors,http://www.nasdaq.com/symbol/mx
MNGA,MagneGas Corporation,0.448,5546572.416,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mnga
MJCO,Majesco,5.53,201997440,n/a,2015,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mjco
MAMS,"MAM Software Group, Inc.",7.8699,96975536.35,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mams
MANH,"Manhattan Associates, Inc.",48.86,3367757634,n/a,1998,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/manh
MNTX,"Manitex International, Inc.",9.33,154473815.1,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mntx
MAN,ManpowerGroup,123.98,8273732152,n/a,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/man
MRIN,Marin Software Incorporated,13.15,10613351.85,n/a,2013,Technology,EDP Services,http://www.nasdaq.com/symbol/mrin
MRVL,Marvell Technology Group Ltd.,18.58,9211964000,n/a,2000,Technology,Semiconductors,http://www.nasdaq.com/symbol/mrvl
MTCH,"Match Group, Inc.",25.48,6681190858,n/a,2015,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/mtch
MTLS,Materialise NV,14.57,194922850.9,13378370,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mtls
MATR,Mattersight Corporation,2.65,86784402.15,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/matr
MAXR,Maxar Technologies Ltd.,63.52,3563301258,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/maxr
MXIM,"Maxim Integrated Products, Inc.",52.34,14747166300,n/a,1988,Technology,Semiconductors,http://www.nasdaq.com/symbol/mxim
MXL,"MaxLinear, Inc",23.02,1531815670,n/a,2010,Technology,Semiconductors,http://www.nasdaq.com/symbol/mxl
MGRC,McGrath RentCorp,44.94,1078281417,n/a,1984,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/mgrc
MDCA,MDC Partners Inc.,11.5,574253592.5,n/a,n/a,Technology,Advertising,http://www.nasdaq.com/symbol/mdca
MTBC,"Medical Transcription Billing, Corp.",2.94,33890135.58,n/a,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mtbc
MTBCP,"Medical Transcription Billing, Corp.",25.35,17093479.65,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mtbcp
MDSO,"Medidata Solutions, Inc.",81.87,4789749170,n/a,2009,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mdso
MLNX,"Mellanox Technologies, Ltd.",45.3,2278018903,n/a,2007,Technology,Semiconductors,http://www.nasdaq.com/symbol/mlnx
MFGP,Micro Focus Intl PLC,32.91,14318423990,n/a,2017,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mfgp
MCHP,Microchip Technology Incorporated,93.31,21715891576,n/a,1993,Technology,Semiconductors,http://www.nasdaq.com/symbol/mchp
MU,"Micron Technology, Inc.",41.6,47745333834,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/mu
MSCC,Microsemi Corporation,52.5,6073422285,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/mscc
MSFT,Microsoft Corporation,78.86,6.08E+11,n/a,1986,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/msft
MSTR,MicroStrategy Incorporated,137.04,1568696058,n/a,1998,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mstr
MCRN,Milacron Holdings Corp.,18.63,1289979298,n/a,2015,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mcrn
MIME,Mimecast Limited,30.87,1753347067,n/a,2015,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mime
MNDO,MIND C.T.I. Ltd.,2.74,52858485.32,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/mndo
MB,"MINDBODY, Inc.",28.95,1342015435,n/a,2015,Technology,EDP Services,http://www.nasdaq.com/symbol/mb
MIND,"Mitcham Industries, Inc.",3.1231,37756214.63,n/a,1994,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/mind
MINDP,"Mitcham Industries, Inc.",22.8716,0,n/a,n/a,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/mindp
MITK,"Mitek Systems, Inc.",9.575,327180478.9,n/a,n/a,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/mitk
MITL,Mitel Networks Corporation,8.72,1045820373,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/mitl
MIXT,MiX Telematics Limited,10.01,223622959.6,n/a,2013,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mixt
MOBL,"MobileIron, Inc.",3.6,338888354.4,n/a,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mobl
MODN,"Model N, Inc.",14.25,414575278.5,n/a,2013,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/modn
MOMO,Momo Inc.,31.24,4333850599,138727612,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/momo
MDB,"MongoDB, Inc.",30.57,1496961084,n/a,2017,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mdb
MPWR,"Monolithic Power Systems, Inc.",114.74,4748415076,n/a,2004,Technology,Semiconductors,http://www.nasdaq.com/symbol/mpwr
TYPE,Monotype Imaging Holdings Inc.,22.3,930293069.4,n/a,2007,Technology,EDP Services,http://www.nasdaq.com/symbol/type
MSDI,"Monster Digital, Inc.",0.6299,5934086.962,n/a,2016,Technology,Electronic Components,http://www.nasdaq.com/symbol/msdi
MOSY,"MoSys, Inc.",0.7249,5800483.073,n/a,2001,Technology,Semiconductors,http://www.nasdaq.com/symbol/mosy
MSI,"Motorola Solutions, Inc.",90.23,14676229997,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/msi
MOXC,"Moxian, Inc.",2.47,165507781.5,n/a,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/moxc
MULE,"MuleSoft, Inc.",23.75,3062376371,n/a,2017,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mule
MYSZ,"My Size, Inc.",0.7625,13485359.21,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mysz
NNDM,Nano Dimension Ltd.,4.8714,11700912.82,2401961,n/a,Technology,Electrical Products,http://www.nasdaq.com/symbol/nndm
NH,"NantHealth, Inc.",3.9,475658453.4,n/a,2016,Technology,EDP Services,http://www.nasdaq.com/symbol/nh
NATI,National Instruments Corporation,44,5741702208,n/a,1995,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/nati
NPTN,NeoPhotonics Corporation,6.25,272742556.3,n/a,2011,Technology,Semiconductors,http://www.nasdaq.com/symbol/nptn
NETE,"Net Element, Inc.",5.58,1071237.24,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/nete
NTAP,"NetApp, Inc.",44.82,12090534825,n/a,1995,Technology,Electronic Components,http://www.nasdaq.com/symbol/ntap
NLST,"Netlist, Inc.",0.6199,38383988.56,n/a,2006,Technology,Semiconductors,http://www.nasdaq.com/symbol/nlst
NTCT,"NetScout Systems, Inc.",31.2,2793597799,n/a,1999,Technology,EDP Services,http://www.nasdaq.com/symbol/ntct
NTWK,NetSol Technologies Inc.,3.45,38345366.55,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ntwk
NEWR,"New Relic, Inc.",51.19,2790676600,n/a,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/newr
NICE,NICE Ltd,81.3,3275832932,40293148,n/a,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/nice
NOK,Nokia Corporation,5.99,34959245392,n/a,1994,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/nok
NQ,NQ Mobile Inc.,3.72,363510777.7,n/a,2011,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/nq
DCM,"NTT DOCOMO, Inc",23.79,88132089830,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/dcm
NUAN,"Nuance Communications, Inc.",15.05,4343419721,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/nuan
NTNX,"Nutanix, Inc.",27.95,4330674906,n/a,2016,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ntnx
NVEC,NVE Corporation,84.78,410420827.8,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/nvec
NVDA,NVIDIA Corporation,198.68,1.19E+11,n/a,1999,Technology,Semiconductors,http://www.nasdaq.com/symbol/nvda
NXPI,NXP Semiconductors N.V.,116.79,39488941952,n/a,2010,Technology,Semiconductors,http://www.nasdaq.com/symbol/nxpi
OIIM,O2Micro International Limited,1.87,62408430.04,33373492,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/oiim
OCLR,"Oclaro, Inc.",8.52,1437975712,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/oclr
OKTA,"Okta, Inc.",27.65,2642861987,n/a,2017,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/okta
OMCL,"Omnicell, Inc.",54.5,2041228013,n/a,2001,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/omcl
OMC,Omnicom Group Inc.,70.92,16349376318,n/a,n/a,Technology,Advertising,http://www.nasdaq.com/symbol/omc
ASGN,"On Assignment, Inc.",56.43,2979782482,n/a,1992,Technology,Professional Services,http://www.nasdaq.com/symbol/asgn
ON,ON Semiconductor Corporation,20.37,8587257295,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/on
OTIV,On Track Innovations Ltd,1.2499,51413859.06,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/otiv
OOMA,"Ooma, Inc.",10.55,194885887.8,n/a,2015,Technology,EDP Services,http://www.nasdaq.com/symbol/ooma
OTEX,Open Text Corporation,34.09,9043524810,n/a,1996,Technology,EDP Services,http://www.nasdaq.com/symbol/otex
ORCL,Oracle Corporation,49.98,2.09E+11,n/a,1986,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/orcl
OSIS,"OSI Systems, Inc.",92.01,1727657692,n/a,1997,Technology,Semiconductors,http://www.nasdaq.com/symbol/osis
PFIN,"P & F Industries, Inc.",7.69,27834662.48,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/pfin
PANW,"Palo Alto Networks, Inc.",149.24,13706554403,n/a,2012,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/panw
TEUM,Pareteum Corporation,1.13,16483386.84,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/teum
PCYG,"Park City Group, Inc.",10.95,212690840,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/pcyg
PKE,Park Electrochemical Corporation,18.9,382487729.4,n/a,n/a,Technology,Electrical Products,http://www.nasdaq.com/symbol/pke
PRKR,"ParkerVision, Inc.",1.59,28268985.24,n/a,1993,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/prkr
PAYC,"Paycom Software, Inc.",80.07,4770211086,n/a,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/payc
PCTY,Paylocity Holding Corporation,50.87,2632526875,n/a,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/pcty
PCTI,"PC-Tel, Inc.",6.36,113139401,n/a,1999,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/pcti
PDFS,"PDF Solutions, Inc.",15.49,500840679.4,n/a,2001,Technology,EDP Services,http://www.nasdaq.com/symbol/pdfs
PEGA,Pegasystems Inc.,58.75,4560446131,n/a,1996,Technology,EDP Services,http://www.nasdaq.com/symbol/pega
PNR,Pentair plc.,70.58,12808799889,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/pnr
PRFT,"Perficient, Inc.",19.28,677064358.9,n/a,1999,Technology,EDP Services,http://www.nasdaq.com/symbol/prft
PERI,Perion Network Ltd,1.22,94611084.18,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/peri
PLAB,"Photronics, Inc.",9.4,648024494.4,n/a,1987,Technology,Semiconductors,http://www.nasdaq.com/symbol/plab
